,label,pred,score
0,0,1,0.5041450262069702
1,1,0,0.6919530034065247
2,0,0,0.7650521397590637
3,1,1,0.5025855898857117
4,0,0,0.6537546515464783
5,1,0,0.8152129650115967
6,0,0,0.6821655631065369
7,1,0,0.6147171258926392
8,1,0,0.5241243243217468
9,1,1,0.5599945783615112
10,1,0,0.6268538236618042
11,0,0,0.6919530034065247
12,1,0,0.5917510390281677
13,1,0,0.7253648638725281
14,0,0,0.6408234238624573
15,1,0,0.5390293002128601
16,0,0,0.7555360794067383
17,1,0,0.6408234238624573
18,1,0,0.6919530034065247
19,0,0,0.6418154835700989
20,1,0,0.8118624687194824
21,1,0,0.5844084620475769
22,0,0,0.7544826865196228
23,0,0,0.8172690272331238
24,0,0,0.6318902969360352
25,0,0,0.6828096508979797
26,0,1,0.5603312253952026
27,0,0,0.665391743183136
28,0,1,0.5603184103965759
29,0,0,0.8151369690895081
30,1,0,0.7544826865196228
31,1,0,0.5917510390281677
