,label,pred,score
0,0,0,0.8692928552627563
1,0,0,0.8362498879432678
2,1,1,0.898187518119812
3,0,0,0.9670107960700989
4,0,0,0.9511191844940186
5,1,1,0.9163586497306824
6,0,0,0.8342558741569519
7,0,0,0.5030953288078308
8,0,0,0.7458769679069519
9,1,0,0.6467567682266235
10,1,0,0.8125997185707092
11,1,0,0.8560468554496765
12,0,0,0.9364001750946045
13,0,1,0.5432319045066833
14,1,1,0.56303870677948
15,1,1,0.5218875408172607
16,0,0,0.9532455205917358
17,1,1,0.58772873878479
18,0,0,0.9558770656585693
19,1,1,0.9572441577911377
20,0,1,0.9570606350898743
21,1,1,0.9479053616523743
22,1,0,0.5680039525032043
23,0,0,0.9707930088043213
24,0,1,0.7154427766799927
25,1,1,0.5869370102882385
26,1,0,0.5932241678237915
27,0,0,0.5824586749076843
28,0,0,0.978434145450592
29,1,1,0.9524070620536804
30,1,0,0.5492176413536072
31,1,0,0.5864213705062866
