,label,pred,score
0,1,1,0.9943946599960327
1,0,1,0.9644482731819153
2,0,0,0.9897518157958984
3,1,1,0.9927763938903809
4,1,0,0.9990874528884888
5,0,0,0.9894022941589355
6,0,1,0.6215009093284607
7,1,1,0.9915125966072083
8,1,0,0.9981197714805603
9,1,1,0.909837007522583
10,0,0,0.9940463304519653
11,1,1,0.988927960395813
12,0,0,0.5064948201179504
13,0,0,0.6319305896759033
14,0,0,0.997750461101532
15,1,1,0.9988111257553101
16,1,0,0.9863020181655884
17,0,1,0.9895198345184326
18,0,0,0.9179872870445251
19,1,1,0.9960527420043945
