,label,pred,score
0,0,0,0.5001444220542908
1,0,0,0.5001444220542908
2,1,0,0.5001444220542908
3,0,0,0.5001444220542908
4,0,0,0.5001444220542908
5,0,0,0.5001444220542908
6,1,0,0.5001444220542908
7,0,0,0.5001444220542908
8,0,0,0.5001444220542908
9,1,0,0.5001444220542908
10,1,0,0.5001444220542908
11,0,0,0.5001444220542908
12,1,0,0.5001444220542908
13,1,0,0.5001444220542908
14,0,0,0.5001444220542908
15,0,0,0.5001444220542908
16,1,0,0.5001444220542908
17,1,0,0.5001444220542908
18,1,0,0.5001444220542908
19,1,0,0.5001444220542908
