,label,pred,score
0,0,0,0.9591602087020874
1,0,0,0.9320956468582153
2,1,1,0.774526059627533
3,0,0,0.9717453122138977
4,0,0,0.9655489325523376
5,1,1,0.9049256443977356
6,0,0,0.9557726383209229
7,0,0,0.6371928453445435
8,0,0,0.8968878984451294
9,1,0,0.5379214286804199
10,1,1,0.7561999559402466
11,1,0,0.9475497007369995
12,0,0,0.957503080368042
13,0,1,0.7820773124694824
14,1,1,0.7537079453468323
15,1,1,0.685120165348053
16,0,0,0.9670001268386841
17,1,0,0.6457575559616089
18,0,0,0.9689693450927734
19,1,1,0.9360343813896179
20,0,1,0.9356029629707336
21,1,1,0.9116799831390381
22,1,1,0.8071995377540588
23,0,0,0.9800208210945129
24,0,1,0.8403941988945007
25,1,1,0.7964218854904175
26,1,0,0.8747768402099609
27,0,1,0.6314698457717896
28,0,0,0.9858207702636719
29,1,1,0.9325116276741028
30,1,1,0.663195788860321
31,1,1,0.7510804533958435
