,label,pred,score
0,0,0,0.6734004020690918
1,1,0,0.6749209761619568
2,1,0,0.6961653232574463
3,0,0,0.7399407625198364
4,1,0,0.6749223470687866
5,1,1,0.9131906032562256
6,0,0,0.6269283890724182
7,1,0,0.6748157739639282
8,0,0,0.7085088491439819
9,1,0,0.6752175092697144
10,0,0,0.6752115488052368
11,0,0,0.5687360763549805
12,1,1,0.6407520771026611
13,0,0,0.7689756751060486
14,0,0,0.555635392665863
15,0,0,0.7577307820320129
16,1,0,0.6636934280395508
17,0,0,0.7512770891189575
18,0,1,0.8711740374565125
19,1,1,0.6765956282615662
20,1,1,0.9413452744483948
21,0,0,0.6614497900009155
22,1,0,0.5614686608314514
23,0,0,0.6752232909202576
24,1,1,0.7639163136482239
25,1,0,0.7192794680595398
26,0,1,0.929857075214386
27,1,1,0.8074240684509277
28,0,1,0.8225919604301453
29,0,0,0.6812008023262024
30,1,0,0.671455979347229
31,1,1,0.9413745999336243
32,0,0,0.7628321647644043
33,1,0,0.7005473971366882
34,0,0,0.6721554398536682
35,0,0,0.6395909786224365
36,1,0,0.6597384214401245
37,1,1,0.7672410011291504
38,0,0,0.5884622931480408
39,0,0,0.7057986259460449
40,0,0,0.6585930585861206
41,0,1,0.9131613373756409
42,1,1,0.6758120656013489
43,0,0,0.7572225332260132
44,1,0,0.6748117208480835
45,1,1,0.9413813948631287
46,0,1,0.7672363519668579
47,0,0,0.7635309100151062
48,0,0,0.6699304580688477
49,1,1,0.7527030110359192
50,0,0,0.7539130449295044
51,0,0,0.7482295036315918
52,0,0,0.7214592099189758
53,1,1,0.6764891743659973
54,0,0,0.5824721455574036
55,1,0,0.5337582230567932
56,1,0,0.547765851020813
57,1,1,0.9131895899772644
58,0,0,0.7346901297569275
59,0,0,0.7753725051879883
60,1,0,0.7032877206802368
61,0,0,0.677379310131073
62,1,0,0.6467108726501465
63,0,0,0.6732932329177856
64,1,0,0.6741895079612732
65,1,1,0.8168512582778931
66,0,0,0.6751648783683777
67,0,1,0.913131058216095
68,1,1,0.6761339902877808
69,0,0,0.6751653552055359
70,1,1,0.7672393918037415
71,1,0,0.5897038578987122
72,1,1,0.8675410747528076
73,1,1,0.9130738973617554
74,1,1,0.862044632434845
75,0,0,0.6737868189811707
76,1,0,0.6492511034011841
77,1,1,0.8965626955032349
