,label,pred,score
0,0,0,0.5116814970970154
1,1,0,0.5116814970970154
2,0,0,0.5116814970970154
3,0,1,0.5570014119148254
4,0,0,0.5116813778877258
5,0,0,0.5116814970970154
6,0,0,0.5116814970970154
7,1,0,0.5116813778877258
8,0,0,0.5116814970970154
9,0,0,0.5116814970970154
10,0,0,0.5116814970970154
11,1,0,0.5116814970970154
12,0,1,0.5223186612129211
13,1,1,0.5320839881896973
14,1,1,0.5570014119148254
15,0,0,0.5116814970970154
16,0,0,0.5116814970970154
17,0,0,0.5116814970970154
18,0,0,0.5116814970970154
19,1,1,0.500504732131958
20,1,0,0.5116814970970154
21,1,0,0.5116814970970154
22,0,0,0.5116814970970154
23,1,0,0.5029571652412415
24,0,1,0.5290411114692688
25,1,1,0.5669639706611633
26,0,0,0.5116814970970154
27,0,1,0.5932163000106812
28,1,1,0.5131574273109436
29,1,0,0.5116814970970154
30,0,0,0.5116814970970154
31,0,0,0.5116814970970154
32,0,0,0.5116814970970154
33,0,0,0.5116814970970154
34,0,0,0.5116814970970154
35,1,1,0.5478197336196899
36,0,0,0.5116814970970154
37,1,1,0.507383406162262
38,0,0,0.5116814970970154
39,1,0,0.5116814970970154
40,0,1,0.5570014119148254
41,1,1,0.5478197336196899
42,1,0,0.5116814970970154
43,0,0,0.5116815567016602
44,1,1,0.5570014119148254
45,1,1,0.5478197336196899
46,1,1,0.5342355966567993
47,1,1,0.5932163000106812
48,1,1,0.507383406162262
49,1,0,0.5116814970970154
50,1,0,0.5116814970970154
51,1,0,0.5116814970970154
52,0,0,0.5116814970970154
53,1,1,0.5131574273109436
54,0,0,0.5116814970970154
55,1,0,0.5116814970970154
56,0,0,0.5116815567016602
57,0,1,0.504142165184021
58,0,0,0.5116814970970154
59,1,0,0.5116814970970154
60,1,0,0.5116814970970154
61,1,0,0.5116814970970154
62,0,0,0.5116815567016602
63,1,1,0.5570014119148254
64,1,1,0.5341480374336243
65,0,0,0.5116814970970154
66,0,0,0.5116814970970154
67,1,1,0.5007104873657227
68,1,1,0.5478197336196899
69,1,0,0.5116815567016602
70,0,0,0.5116814970970154
71,1,0,0.5116815567016602
72,0,0,0.5116814970970154
73,0,0,0.5116815567016602
74,0,0,0.5116814970970154
75,1,1,0.5564035177230835
76,1,1,0.5131574273109436
77,1,1,0.5932163000106812
