,label,pred,score
0,0,1,0.5539965629577637
1,1,0,0.5022570490837097
2,0,0,0.5022570490837097
3,0,0,0.5022570490837097
4,1,1,0.5263943672180176
5,0,0,0.5022570490837097
6,1,0,0.5078237056732178
7,1,1,0.5263943672180176
8,1,1,0.5112257599830627
9,0,0,0.5022570490837097
10,0,0,0.5022570490837097
11,1,0,0.5022570490837097
12,1,0,0.5022570490837097
13,1,0,0.5022570490837097
14,1,0,0.5227887630462646
15,1,0,0.5159637928009033
16,1,0,0.5022570490837097
17,0,0,0.5022570490837097
18,0,0,0.5022570490837097
19,1,0,0.5123142600059509
20,0,0,0.5022570490837097
21,1,0,0.5022570490837097
22,1,0,0.5227887630462646
23,1,1,0.5263943672180176
24,0,0,0.5069271326065063
25,0,0,0.5022570490837097
26,1,1,0.5051653385162354
27,0,0,0.537429928779602
28,0,0,0.5309280157089233
29,0,0,0.5022570490837097
30,1,0,0.5022570490837097
31,1,0,0.5022570490837097
32,1,1,0.5112257599830627
33,1,0,0.5227887630462646
34,1,0,0.5022570490837097
35,0,0,0.5022570490837097
36,0,0,0.5022570490837097
37,0,0,0.5022569894790649
38,1,0,0.5159637928009033
39,0,0,0.5022570490837097
40,1,0,0.5022570490837097
41,0,0,0.5022570490837097
42,0,0,0.5022570490837097
43,1,0,0.5065633058547974
44,1,0,0.5482831001281738
45,0,0,0.5022570490837097
46,1,1,0.5263943672180176
47,0,0,0.5022570490837097
48,1,1,0.5112257599830627
49,1,0,0.5022570490837097
50,1,0,0.6032086610794067
51,0,0,0.5022570490837097
52,0,0,0.5022570490837097
53,0,0,0.5022570490837097
54,1,0,0.5022570490837097
55,1,0,0.5022570490837097
56,0,0,0.5022570490837097
57,0,0,0.5022570490837097
58,0,1,0.5112257599830627
59,0,0,0.5022570490837097
60,1,0,0.556186854839325
61,1,0,0.5185771584510803
62,0,0,0.5022570490837097
63,0,0,0.5022570490837097
64,1,0,0.5022570490837097
65,0,0,0.5022570490837097
66,0,0,0.5022570490837097
67,0,1,0.5112257599830627
68,1,1,0.5539965629577637
69,0,0,0.5022570490837097
70,0,0,0.5022570490837097
71,1,0,0.5022569894790649
72,1,1,0.5539965629577637
73,0,0,0.5022570490837097
74,0,0,0.5022570490837097
75,1,0,0.5022570490837097
76,0,0,0.5022570490837097
77,1,0,0.5022570490837097
