,label,pred,score
0,1,1,0.5227972865104675
1,1,0,0.5374642610549927
2,1,0,0.5374642610549927
3,0,0,0.5374642610549927
4,0,0,0.5374642610549927
5,1,1,0.5483097434043884
6,1,0,0.5374642610549927
7,0,0,0.5374642610549927
8,0,0,0.5374642610549927
9,1,1,0.5272342562675476
10,1,1,0.6940170526504517
11,0,0,0.5022658109664917
12,1,1,0.5483097434043884
13,1,0,0.5374642610549927
14,0,0,0.5374642610549927
15,1,0,0.5374642610549927
16,1,0,0.5374642610549927
17,0,0,0.5374642610549927
18,1,0,0.5374642610549927
19,0,0,0.5374642610549927
20,1,1,0.5150419473648071
21,1,1,0.5483097434043884
22,0,0,0.5374642610549927
23,0,0,0.5374642610549927
24,0,0,0.5374642610549927
25,1,1,0.502657949924469
26,0,0,0.5374642610549927
27,0,0,0.5374642610549927
28,1,0,0.5374642610549927
29,0,0,0.5374642610549927
30,0,0,0.5374642610549927
31,0,0,0.5374642610549927
32,0,1,0.5483097434043884
33,0,0,0.537463903427124
34,0,0,0.5374642610549927
35,1,0,0.5374642610549927
36,1,0,0.5131521224975586
37,0,0,0.5374642610549927
38,1,0,0.5374642610549927
39,0,0,0.5374642610549927
40,1,0,0.537463903427124
41,1,0,0.5673664212226868
42,1,0,0.5673664212226868
43,1,0,0.5374642610549927
44,0,0,0.5374642610549927
45,0,0,0.5374642610549927
46,0,0,0.5374642610549927
47,0,1,0.5446034669876099
48,0,0,0.5374642610549927
49,1,0,0.5064519643783569
50,1,1,0.6940170526504517
51,0,0,0.5374642610549927
52,1,0,0.5374642610549927
53,0,1,0.5483097434043884
54,1,0,0.5131521224975586
55,0,1,0.6940170526504517
56,1,0,0.5673664212226868
57,0,0,0.5374642610549927
58,0,0,0.5374642610549927
59,0,0,0.5374642610549927
60,1,1,0.502657949924469
61,0,0,0.5374642610549927
62,1,0,0.5131521224975586
63,0,0,0.5057891607284546
64,0,0,0.5374642610549927
65,0,0,0.5374642610549927
66,0,0,0.5374642610549927
67,1,1,0.5252435207366943
68,1,1,0.5116013288497925
69,1,1,0.5451946258544922
70,1,0,0.5143614411354065
71,1,0,0.5374642610549927
72,1,0,0.5374642610549927
73,0,0,0.5374642610549927
74,1,0,0.5673664212226868
75,1,0,0.5374642610549927
76,0,0,0.5374642610549927
77,1,0,0.5374642610549927
