,label,pred,score
0,1,0,0.5065129995346069
1,1,0,0.6810609102249146
2,1,0,0.5036869049072266
3,0,0,0.5036869049072266
4,1,0,0.5036869049072266
5,1,0,0.6810609102249146
6,0,0,0.7611463069915771
7,0,0,0.5036869049072266
8,0,0,0.5036869049072266
9,0,0,0.5552030801773071
10,1,0,0.5036869049072266
11,0,0,0.5036869049072266
12,1,0,0.816527783870697
13,1,0,0.7611463069915771
14,0,0,0.5036869049072266
15,1,0,0.5036869049072266
16,0,0,0.5036869049072266
17,1,0,0.5036869049072266
18,1,0,0.7611463069915771
19,0,0,0.5036869049072266
20,0,0,0.5036869049072266
21,0,0,0.816527783870697
22,0,0,0.5036869049072266
23,0,0,0.7611463069915771
24,1,0,0.5036869049072266
25,0,0,0.5036869049072266
26,1,0,0.6638292074203491
27,0,0,0.5036869049072266
28,0,0,0.5036869049072266
29,0,0,0.5036869049072266
30,0,0,0.5036869049072266
31,1,0,0.5036869049072266
32,1,0,0.5036869049072266
33,0,0,0.5036869049072266
34,1,0,0.5036869049072266
35,0,0,0.5036869049072266
36,1,0,0.6810609102249146
37,0,0,0.5036869049072266
38,1,0,0.5077987909317017
39,1,1,0.5220328569412231
40,1,0,0.5051186680793762
41,1,0,0.5036869049072266
42,0,0,0.5036869049072266
43,0,0,0.5036869049072266
44,1,0,0.5359576344490051
45,0,0,0.5036869049072266
46,1,0,0.5049314498901367
47,1,0,0.816527783870697
48,0,0,0.5036869049072266
49,1,0,0.5036869049072266
50,1,0,0.5152487754821777
51,0,0,0.5036869049072266
52,0,0,0.5188196897506714
53,1,0,0.7598650455474854
54,1,1,0.5713223218917847
55,0,0,0.5036869049072266
56,1,0,0.5036869049072266
57,1,0,0.5152487754821777
58,1,0,0.5049314498901367
59,1,0,0.5152487754821777
60,1,0,0.5036869049072266
61,1,0,0.5036869049072266
62,1,0,0.7611463069915771
63,0,0,0.5036869049072266
64,0,0,0.5036869049072266
65,1,0,0.5036869049072266
66,0,0,0.5036869049072266
67,1,0,0.5036869049072266
68,0,1,0.5093010067939758
69,0,0,0.5036869049072266
70,1,0,0.5152487754821777
71,0,0,0.5036869049072266
72,0,0,0.5036869049072266
73,1,0,0.5036869049072266
74,0,0,0.5036869049072266
75,0,0,0.5036869049072266
76,0,0,0.5036869049072266
77,0,0,0.5036869049072266
