,label,pred,score
0,1,0,0.5436990261077881
1,0,0,0.9841232895851135
2,1,1,0.9789121747016907
3,0,0,0.9153965711593628
4,1,1,0.7751340866088867
5,0,0,0.9349374771118164
6,1,0,0.7277644872665405
7,1,1,0.947516918182373
8,0,0,0.7494686245918274
9,1,0,0.5430704951286316
10,0,0,0.9698833227157593
11,1,1,0.9690418839454651
12,0,0,0.7909573316574097
13,0,0,0.9524827599525452
14,1,1,0.7532283663749695
15,0,0,0.8827246427536011
16,0,0,0.9723749756813049
17,0,1,0.5018520355224609
18,1,1,0.9749051928520203
19,0,1,0.5501283407211304
20,0,1,0.9058191180229187
21,1,1,0.9698354005813599
22,1,1,0.9483889937400818
23,0,0,0.9879770874977112
24,0,0,0.9892563819885254
25,0,0,0.9737029671669006
26,1,1,0.9218565821647644
27,0,0,0.9832870960235596
28,0,0,0.9185662865638733
29,1,1,0.9632192254066467
30,0,1,0.7687437534332275
31,1,1,0.5202306509017944
32,0,1,0.6813278794288635
33,0,0,0.9140461087226868
34,1,1,0.9648478031158447
35,1,1,0.9715847373008728
36,1,1,0.9569219946861267
37,1,1,0.7477033734321594
38,1,1,0.9882400035858154
39,1,1,0.5148072242736816
40,1,1,0.9664372801780701
41,0,0,0.9096723198890686
42,1,0,0.5753440856933594
43,1,1,0.9268812537193298
44,0,0,0.9276732802391052
45,1,1,0.9656971096992493
46,1,1,0.5960334539413452
47,0,0,0.9890271425247192
48,1,1,0.9636118412017822
49,1,1,0.9714750051498413
50,1,1,0.7824408411979675
51,0,0,0.8840593695640564
52,0,0,0.8706160187721252
53,1,1,0.9531638026237488
54,0,0,0.9729523062705994
55,1,1,0.9663506746292114
56,1,1,0.8116783499717712
57,0,0,0.6672224402427673
58,0,0,0.9575935006141663
59,0,1,0.8307594060897827
60,0,0,0.9866856336593628
61,0,0,0.970731258392334
