,label,pred,score
0,0,0,0.9823789000511169
1,1,1,0.7826924324035645
2,1,1,0.9846593141555786
3,1,1,0.9927558302879333
4,1,1,0.6881609559059143
5,0,0,0.9991758465766907
6,1,1,0.6807712316513062
7,0,0,0.9736796021461487
8,0,0,0.9934465289115906
9,1,1,0.9966453909873962
10,1,0,0.9920178651809692
11,0,1,0.9938016533851624
12,1,0,0.6773740649223328
13,0,1,0.5962250232696533
14,1,1,0.7114883065223694
15,1,1,0.9967083930969238
16,0,0,0.5060586929321289
17,0,0,0.8615256547927856
18,0,0,0.9338030815124512
19,0,1,0.9757781624794006
20,0,1,0.9731574058532715
21,1,1,0.95256108045578
22,1,1,0.9754782915115356
23,1,1,0.9981867671012878
24,1,1,0.8448200821876526
25,0,1,0.6781602501869202
26,0,0,0.9960263967514038
27,0,0,0.9989765882492065
28,0,0,0.9971669316291809
29,0,0,0.9966599941253662
30,0,1,0.7980534434318542
31,1,0,0.6113651394844055
32,0,0,0.994421660900116
33,0,0,0.9992871880531311
34,1,1,0.9960534572601318
35,1,1,0.9949924349784851
36,1,1,0.990426778793335
37,0,0,0.9988217949867249
38,0,1,0.9984048008918762
39,1,0,0.9935106635093689
40,0,0,0.9992437362670898
41,1,1,0.9902763366699219
42,1,1,0.9318988919258118
43,1,1,0.9986286163330078
44,1,1,0.9625991582870483
45,0,1,0.525133490562439
46,1,0,0.9988952279090881
47,0,1,0.9951829314231873
48,0,0,0.9709779024124146
49,1,1,0.9156956076622009
50,1,0,0.7779679894447327
51,0,0,0.9988014698028564
52,0,0,0.8759424090385437
53,1,1,0.9977636337280273
54,1,1,0.6568071246147156
55,1,1,0.5568798780441284
56,0,0,0.9987002611160278
57,0,1,0.9604588150978088
58,1,0,0.6324768662452698
59,0,0,0.6943838000297546
60,0,1,0.6018842458724976
61,1,1,0.9702363014221191
62,1,1,0.7432791590690613
63,1,1,0.995893120765686
64,0,0,0.9910248517990112
65,1,0,0.8130561113357544
66,0,0,0.9934176206588745
67,1,1,0.9560876488685608
68,0,0,0.5648152828216553
69,1,0,0.5659327507019043
70,0,0,0.9832494258880615
71,1,1,0.9711612462997437
72,0,1,0.9970536231994629
73,1,1,0.9692925810813904
74,0,0,0.9982247948646545
75,1,0,0.8509554862976074
76,0,1,0.7861683368682861
77,0,0,0.7656670212745667
