,label,pred,score
0,0,1,0.975666880607605
1,0,0,0.9630380272865295
2,0,0,0.9862386584281921
3,0,1,0.5231255888938904
4,0,0,0.9949995279312134
5,0,1,0.985592246055603
6,1,1,0.769830584526062
7,1,1,0.9962137341499329
8,0,1,0.947108805179596
9,0,0,0.9977095127105713
10,0,0,0.9868767261505127
11,0,1,0.9799808859825134
12,0,0,0.989109992980957
13,1,0,0.9846978187561035
14,0,0,0.8193181753158569
15,0,1,0.9739527106285095
16,1,1,0.9961150884628296
17,0,0,0.9938274025917053
18,0,0,0.5324490070343018
19,1,1,0.9799898266792297
20,1,1,0.9822841286659241
21,0,0,0.9764392375946045
22,1,1,0.9857433438301086
23,0,0,0.990506112575531
24,1,1,0.9965007305145264
25,1,1,0.9976492524147034
26,0,1,0.7607980966567993
27,0,0,0.9404368996620178
28,1,0,0.7369642853736877
29,0,0,0.9465939998626709
30,1,1,0.991319477558136
31,0,0,0.5415621995925903
32,0,0,0.9961509704589844
33,1,1,0.9349126219749451
34,1,1,0.9948559999465942
35,1,1,0.9309704303741455
36,1,1,0.9930451512336731
37,1,1,0.9767043590545654
38,1,1,0.9969146251678467
39,1,1,0.9388782978057861
40,0,1,0.9570191502571106
41,0,1,0.7165273427963257
42,1,1,0.9946542978286743
43,0,0,0.9959473013877869
44,0,0,0.9974024891853333
45,1,1,0.9954977035522461
46,1,1,0.9555624127388
47,1,1,0.9965606331825256
48,0,0,0.9807726144790649
49,1,1,0.9883608818054199
50,0,0,0.9976951479911804
51,0,0,0.9943183064460754
52,1,1,0.530411422252655
53,1,1,0.9955241680145264
54,0,0,0.9790647029876709
55,1,0,0.7665016651153564
56,1,1,0.9942175149917603
57,0,0,0.9711111783981323
58,0,1,0.7581116557121277
59,1,1,0.5223193168640137
60,0,0,0.7955271601676941
61,0,0,0.9986734390258789
62,1,1,0.9608837962150574
63,0,0,0.8596685528755188
64,1,1,0.9971717000007629
65,1,1,0.9966164231300354
66,1,1,0.9892359375953674
67,0,0,0.9365538358688354
68,1,1,0.9819231629371643
69,1,1,0.9232558012008667
70,1,1,0.9796932935714722
71,1,1,0.9209578633308411
72,1,1,0.9783340692520142
73,0,1,0.8502419590950012
74,0,0,0.98541659116745
75,1,1,0.99152010679245
76,0,1,0.7897262573242188
77,1,1,0.9539888501167297
