,label,pred,score
0,1,0,0.5683259963989258
1,1,0,0.5687192678451538
2,0,0,0.5539531111717224
3,0,0,0.5539531111717224
4,0,0,0.566757082939148
5,0,0,0.5539531111717224
6,0,1,0.511001706123352
7,0,0,0.561464250087738
8,0,0,0.5539531111717224
9,1,1,0.511001706123352
10,1,0,0.5659971833229065
11,0,0,0.5539531111717224
12,1,0,0.5539531111717224
13,0,0,0.5539531111717224
14,0,0,0.5539531111717224
15,1,0,0.5756527781486511
16,1,0,0.5652161240577698
17,1,0,0.5539531111717224
18,0,0,0.5539531111717224
19,0,0,0.5539531111717224
20,1,0,0.5539531111717224
21,1,0,0.5608857870101929
22,1,0,0.5697920918464661
23,1,0,0.5539531111717224
24,0,0,0.5539531111717224
25,1,0,0.5539531111717224
26,0,0,0.5539531111717224
27,1,0,0.5539531111717224
28,1,0,0.5652161240577698
29,0,0,0.5539531111717224
30,1,0,0.561464250087738
31,1,0,0.5772544145584106
32,0,0,0.5539531111717224
33,1,0,0.5661934018135071
34,0,0,0.5539531111717224
35,1,0,0.5659688711166382
36,1,0,0.5539531111717224
37,0,0,0.5539531111717224
38,0,0,0.5539534091949463
39,1,0,0.5539531111717224
40,0,0,0.5539531111717224
41,1,0,0.5652161240577698
42,0,0,0.5539531111717224
43,0,0,0.5539531111717224
44,1,0,0.5539531111717224
45,1,0,0.5687192678451538
46,1,0,0.5539531111717224
47,0,0,0.5539531111717224
48,1,0,0.5539531111717224
49,0,0,0.5539531111717224
50,0,0,0.5539531111717224
51,0,0,0.5539531111717224
52,0,0,0.5539531111717224
53,0,0,0.5539531111717224
54,0,0,0.568003237247467
55,0,0,0.5539531111717224
56,1,0,0.5697920918464661
57,0,0,0.569464385509491
58,0,0,0.5539531111717224
59,1,0,0.5539531111717224
60,1,0,0.5687192678451538
61,0,0,0.5539531111717224
62,0,0,0.5539531111717224
63,1,0,0.5652161240577698
64,1,0,0.561464250087738
65,1,0,0.5539531111717224
66,1,0,0.561464250087738
67,1,1,0.511001706123352
68,1,0,0.5539531111717224
69,1,0,0.5539534091949463
70,1,0,0.5539531111717224
71,1,0,0.5539531111717224
72,1,0,0.6019158959388733
73,0,0,0.5539531111717224
74,0,0,0.561464250087738
75,0,0,0.5539531111717224
76,0,0,0.5539531111717224
77,0,0,0.5539531111717224
