,label,pred,score
0,1,0,0.6687707304954529
1,1,1,0.840599775314331
2,0,0,0.668771505355835
3,0,0,0.668771505355835
4,1,0,0.668771505355835
5,0,0,0.668771505355835
6,1,0,0.668771505355835
7,1,0,0.668771505355835
8,1,0,0.668771505355835
9,0,0,0.668771505355835
10,1,1,0.8263885974884033
11,0,0,0.668771505355835
12,1,0,0.6687707304954529
13,0,1,0.8548099994659424
14,1,0,0.668771505355835
15,1,1,0.8521445989608765
16,1,0,0.668771505355835
17,0,1,0.8570420742034912
18,1,0,0.668771505355835
19,0,0,0.668771505355835
20,0,0,0.668771505355835
21,0,0,0.668771505355835
22,0,1,0.8379608392715454
23,1,1,0.8570420742034912
24,1,0,0.668771505355835
25,0,0,0.668771505355835
26,0,1,0.8598731160163879
27,0,1,0.8428849577903748
28,0,1,0.852144718170166
29,0,0,0.668771505355835
30,1,1,0.8570420742034912
31,1,0,0.668771505355835
