,label,pred,score
0,0,0,0.5390946865081787
1,1,0,0.5390946865081787
2,0,0,0.5390946865081787
3,1,0,0.5015732049942017
4,1,0,0.5390946865081787
5,0,0,0.5390946865081787
6,1,1,0.520402729511261
7,1,1,0.5351626873016357
8,1,0,0.5390946865081787
9,0,0,0.5390946865081787
10,1,0,0.5390946865081787
11,0,1,0.508065938949585
12,0,0,0.5390946865081787
13,0,0,0.5015732049942017
14,1,0,0.5390946865081787
15,0,0,0.5390946865081787
16,1,0,0.5390946865081787
17,0,0,0.5390946865081787
18,0,0,0.5390946865081787
19,0,1,0.5000607967376709
20,1,0,0.5390946865081787
21,1,1,0.5001307725906372
22,0,1,0.5130004286766052
23,1,0,0.5390946865081787
24,0,1,0.5001307725906372
25,1,0,0.5390946865081787
26,0,1,0.5210255980491638
27,1,0,0.5390946865081787
28,0,0,0.5390946865081787
29,1,0,0.5390946865081787
30,1,1,0.5001307725906372
31,0,0,0.5390946865081787
