,label,pred,score
0,1,1,0.9513099193572998
1,0,0,0.9107567667961121
2,1,1,0.9093047380447388
3,1,1,0.9471859931945801
4,1,1,0.9737617373466492
5,1,1,0.9816552996635437
6,1,0,0.505722165107727
7,1,0,0.7281880974769592
8,1,1,0.8218031525611877
9,0,0,0.9701521992683411
10,1,1,0.8611251711845398
11,0,0,0.6596017479896545
12,0,0,0.8640661239624023
13,0,0,0.9329354166984558
14,1,1,0.969228208065033
15,0,0,0.9481868147850037
16,0,0,0.9775332808494568
17,1,1,0.724496066570282
18,0,0,0.9203177690505981
19,0,0,0.8465254306793213
20,1,0,0.719791829586029
21,1,1,0.7617440223693848
22,1,0,0.9259571433067322
23,1,1,0.9657092094421387
24,0,1,0.6490616798400879
25,0,0,0.8965584635734558
26,0,0,0.9451082348823547
27,1,1,0.8934594988822937
28,1,1,0.9470308423042297
29,0,0,0.9692256450653076
30,0,0,0.5774036645889282
31,0,0,0.9702844619750977
32,0,0,0.8215985894203186
33,0,1,0.7730928659439087
34,0,0,0.9681024551391602
35,1,0,0.6063029170036316
36,1,1,0.8784947991371155
37,0,0,0.6483370661735535
38,1,1,0.9851629137992859
39,0,0,0.9577847123146057
40,0,0,0.6536889672279358
41,1,1,0.8972849249839783
42,1,1,0.9738876819610596
43,0,0,0.9739591479301453
44,0,1,0.8182136416435242
45,1,1,0.8981409072875977
46,0,0,0.9772713780403137
47,1,0,0.5204690098762512
48,0,0,0.9696583151817322
49,1,0,0.5156229734420776
50,1,1,0.9641094207763672
51,1,1,0.6513278484344482
52,1,1,0.919493556022644
53,0,0,0.9208810925483704
54,0,0,0.9383662939071655
55,0,0,0.532457172870636
56,0,0,0.7758057713508606
57,1,0,0.6293783783912659
58,0,0,0.9487577676773071
59,1,1,0.8408064246177673
60,1,1,0.9360053539276123
61,0,0,0.9831626415252686
