,label,pred,score
0,0,0,0.6013387441635132
1,1,0,0.6013387441635132
2,0,0,0.6013387441635132
3,0,0,0.6013387441635132
4,0,0,0.6013387441635132
5,1,1,0.5245697498321533
6,0,0,0.6013387441635132
7,0,1,0.5126543641090393
8,1,0,0.6013387441635132
9,0,1,0.512329638004303
10,1,0,0.6013387441635132
11,1,1,0.5568391680717468
12,1,0,0.6013387441635132
13,0,0,0.6013387441635132
14,1,0,0.6013387441635132
15,1,0,0.6013387441635132
16,0,0,0.6013387441635132
17,1,0,0.6013387441635132
18,0,0,0.6013387441635132
19,0,0,0.5127096772193909
20,0,0,0.6013387441635132
21,0,0,0.501102864742279
22,0,1,0.5500131249427795
23,1,0,0.6013387441635132
24,0,0,0.6013387441635132
25,1,0,0.501102864742279
26,1,0,0.6013387441635132
27,1,0,0.501102864742279
28,1,1,0.5036609768867493
29,1,0,0.6013387441635132
30,1,0,0.6013387441635132
31,0,1,0.5036609768867493
