,label,pred,score
0,0,1,0.5112491250038147
1,1,0,0.5228394865989685
2,1,0,0.5245962738990784
3,1,0,0.5245962738990784
4,0,0,0.5245962738990784
5,1,0,0.5245962738990784
6,0,0,0.5245962738990784
7,0,0,0.5245962738990784
8,1,0,0.5245962738990784
9,1,0,0.5172924399375916
10,0,0,0.5245962738990784
11,0,0,0.5245962738990784
12,0,0,0.5245962738990784
13,1,0,0.6197512745857239
14,0,0,0.5227349996566772
15,1,0,0.6197512745857239
16,0,0,0.5245962738990784
17,0,0,0.5245962738990784
18,0,0,0.5245962738990784
19,0,0,0.5245962738990784
20,1,0,0.5245962738990784
21,1,0,0.5245962738990784
22,1,0,0.521541953086853
23,1,0,0.5245962738990784
24,0,0,0.5267202854156494
25,1,0,0.5245962738990784
26,1,0,0.5245962738990784
27,0,0,0.6130621433258057
28,1,0,0.5245962738990784
29,0,1,0.5080554485321045
30,0,0,0.5161663293838501
31,0,0,0.5245962738990784
32,0,0,0.5245962738990784
33,0,0,0.5161663293838501
34,1,0,0.5245962738990784
35,1,0,0.5574245452880859
36,0,0,0.5245962738990784
37,0,0,0.5245962738990784
38,1,0,0.5245962738990784
39,0,0,0.5267202854156494
40,0,0,0.5245962738990784
41,1,1,0.5568130612373352
42,0,0,0.5211131572723389
43,0,0,0.5245962738990784
44,1,0,0.5574245452880859
45,1,0,0.5245962738990784
46,1,0,0.5245962738990784
47,1,0,0.5245962738990784
48,0,0,0.5245962738990784
49,0,0,0.5245962738990784
50,1,0,0.5245962738990784
51,1,0,0.5822826027870178
52,1,0,0.5161663293838501
53,1,0,0.5245962738990784
54,0,0,0.5245962738990784
55,1,0,0.5245962738990784
56,0,0,0.5245962738990784
57,0,0,0.5245962738990784
58,1,1,0.5568130612373352
59,1,0,0.5245962738990784
60,0,0,0.5245962738990784
61,1,0,0.5245962738990784
