,label,pred,score
0,1,0,0.5674355626106262
1,1,0,0.5678269863128662
2,1,0,0.5684577226638794
3,1,1,0.817562460899353
4,0,0,0.5678161382675171
5,0,1,0.8550925850868225
6,0,1,0.7845775485038757
7,0,0,0.5679965615272522
8,1,0,0.5677622556686401
9,1,0,0.5361777544021606
10,1,0,0.5361777544021606
11,0,0,0.5684577226638794
12,0,0,0.5675995349884033
13,0,0,0.5675998330116272
14,0,0,0.5755013823509216
15,1,0,0.5667259097099304
16,0,1,0.8050743341445923
17,1,0,0.5671831965446472
18,1,0,0.5678762793540955
19,0,1,0.8008450865745544
20,1,1,0.8050743341445923
21,1,0,0.5660651922225952
22,0,1,0.7195558547973633
23,0,0,0.5678569078445435
24,1,0,0.5673996210098267
25,1,1,0.7347434163093567
26,0,0,0.5326082706451416
27,0,0,0.5677209496498108
28,1,1,0.693493127822876
29,0,1,0.7347434163093567
30,1,1,0.8050743341445923
31,0,0,0.567524254322052
