,label,pred,score
0,0,1,0.9730908870697021
1,1,1,0.8174601793289185
2,1,1,0.730495274066925
3,0,0,0.9043201804161072
4,1,1,0.9078442454338074
5,1,1,0.8079829812049866
6,0,0,0.8736979365348816
7,1,1,0.9525613784790039
8,0,0,0.9765923619270325
9,1,0,0.7328915596008301
10,0,0,0.964482307434082
11,0,1,0.7982680201530457
12,1,1,0.9850040674209595
13,1,1,0.8674578666687012
14,0,0,0.9788015484809875
15,0,0,0.8072929978370667
16,0,0,0.9813345670700073
17,0,1,0.9877464771270752
18,0,0,0.9345221519470215
19,0,0,0.9773090481758118
20,1,1,0.9537019729614258
21,1,0,0.6895976066589355
22,0,0,0.7542407512664795
23,1,1,0.8774319291114807
24,1,1,0.5182003378868103
25,1,1,0.7748436331748962
26,0,0,0.9679206013679504
27,1,0,0.9097117185592651
28,0,0,0.9826540350914001
29,1,1,0.984508752822876
30,0,1,0.8018341064453125
31,1,1,0.9447263479232788
