,label,pred,score
0,1,0,0.5148419141769409
1,1,0,0.5141645669937134
2,0,0,0.5371708869934082
3,0,0,0.6283983588218689
4,0,0,0.6283983588218689
5,1,0,0.6283983588218689
6,1,0,0.6283983588218689
7,1,0,0.6283983588218689
8,1,0,0.6283983588218689
9,1,0,0.6283983588218689
10,1,0,0.6283983588218689
11,1,0,0.536948025226593
12,1,0,0.5573602318763733
13,0,0,0.6283983588218689
14,0,0,0.6283983588218689
15,1,0,0.6283983588218689
16,0,0,0.5442301034927368
17,0,0,0.6283984184265137
18,0,0,0.6283984184265137
19,1,0,0.536948025226593
20,1,0,0.6283984184265137
21,0,0,0.6283984184265137
22,0,0,0.6283984184265137
23,0,0,0.6283984184265137
24,1,0,0.6283984184265137
25,0,0,0.6283984184265137
26,0,0,0.536948025226593
27,1,0,0.6283984184265137
28,1,0,0.6283984184265137
29,0,0,0.5573602318763733
30,0,0,0.5142163038253784
31,0,0,0.5413564443588257
