,label,pred,score
0,0,0,0.6657130122184753
1,0,0,0.5936847925186157
2,1,0,0.659067690372467
3,0,1,0.6555494070053101
4,1,0,0.755527913570404
5,1,1,0.6363312005996704
6,0,0,0.6748742461204529
7,1,1,0.6363312005996704
8,1,0,0.7589877843856812
9,1,0,0.7132343053817749
10,0,0,0.6975307464599609
11,1,0,0.5584043264389038
12,1,0,0.704864501953125
13,1,0,0.5639064908027649
14,0,0,0.6025306582450867
15,0,0,0.5509868860244751
16,0,1,0.618050217628479
17,1,0,0.5423449873924255
18,0,0,0.5421721935272217
19,1,0,0.5639064311981201
20,0,0,0.6871716976165771
21,0,1,0.6222677230834961
22,0,0,0.5421741008758545
23,0,0,0.5423449277877808
24,1,0,0.7592582106590271
25,1,0,0.5808939337730408
26,1,1,0.5571317672729492
27,0,1,0.5876075029373169
28,1,1,0.6063833832740784
29,1,1,0.618050217628479
30,0,1,0.6212837100028992
31,0,1,0.6363312005996704
