,label,pred,score
0,1,0,0.7454981207847595
1,1,0,0.7454981207847595
2,0,1,0.6936236619949341
3,0,0,0.7454981207847595
4,0,0,0.7401835322380066
5,0,0,0.7454981207847595
6,1,0,0.5072071552276611
7,0,1,0.7343934178352356
8,0,0,0.7454978823661804
9,1,1,0.7335710525512695
10,1,0,0.7454981207847595
11,1,0,0.7454981207847595
12,0,0,0.7454981207847595
13,1,0,0.5033735632896423
14,1,1,0.6944923996925354
15,1,0,0.7454981207847595
16,0,0,0.7454981207847595
17,0,1,0.6917873620986938
18,0,1,0.7222797274589539
19,1,1,0.7129815816879272
20,1,1,0.695470929145813
21,1,0,0.7454980611801147
22,0,0,0.7454981207847595
23,1,0,0.7454874515533447
24,0,1,0.6953341960906982
25,0,1,0.7056667804718018
26,1,1,0.7493321895599365
27,0,0,0.7454981207847595
28,1,0,0.7454977631568909
29,0,0,0.7454981207847595
30,0,0,0.6106750965118408
31,1,0,0.7454957962036133
