,label,pred,score
0,1,1,0.5269149541854858
1,1,1,0.5269149541854858
2,1,1,0.5269149541854858
3,1,0,0.7099891304969788
4,0,1,0.5269149541854858
5,0,1,0.5269149541854858
6,1,0,0.7256273627281189
7,0,0,0.6842731833457947
8,1,1,0.5269149541854858
9,0,0,0.7186285257339478
10,1,0,0.6842731833457947
11,1,1,0.6185462474822998
12,1,0,0.7886266708374023
13,0,0,0.6932462453842163
14,0,0,0.8371341228485107
15,0,1,0.5269149541854858
16,1,1,0.5269149541854858
17,1,1,0.5269149541854858
18,0,1,0.5269149541854858
19,1,1,0.5269149541854858
20,0,0,0.7186285257339478
21,0,1,0.5269149541854858
22,1,1,0.5269149541854858
23,0,1,0.5269149541854858
24,1,0,0.7798660397529602
25,1,1,0.6185462474822998
26,0,1,0.5269149541854858
27,1,1,0.5269149541854858
28,1,1,0.5269184708595276
29,1,1,0.5269149541854858
30,0,1,0.5269149541854858
31,0,1,0.5269149541854858
32,0,1,0.5269149541854858
33,0,1,0.5269149541854858
34,0,1,0.5269149541854858
35,0,1,0.5269149541854858
36,0,1,0.5269149541854858
37,1,1,0.5269149541854858
38,0,1,0.5269149541854858
39,1,0,0.6544591784477234
40,1,1,0.5269149541854858
41,0,0,0.5667552351951599
42,0,0,0.7373314499855042
43,1,1,0.5269149541854858
44,1,1,0.5269149541854858
45,1,1,0.5269149541854858
46,0,1,0.5269149541854858
47,1,1,0.5269149541854858
48,0,1,0.5269149541854858
49,1,1,0.5269149541854858
50,0,1,0.5269149541854858
51,1,1,0.5269149541854858
52,1,1,0.5269149541854858
53,0,1,0.5269149541854858
54,0,1,0.574910581111908
55,0,0,0.6842731833457947
56,0,1,0.5269149541854858
57,0,1,0.5269149541854858
58,1,0,0.7886266708374023
59,0,1,0.5269149541854858
60,1,0,0.7140529155731201
61,1,0,0.7798660397529602
