,label,pred,score
0,0,0,0.8474342226982117
1,1,1,0.8458256721496582
2,1,0,0.7956485152244568
3,1,1,0.745410680770874
4,0,1,0.5999138951301575
5,1,1,0.8656588196754456
6,0,0,0.9352803230285645
7,0,0,0.8422595858573914
8,1,1,0.7627323269844055
9,0,0,0.824578046798706
10,1,1,0.9321680068969727
11,0,0,0.9418206214904785
12,0,0,0.9224871397018433
13,1,1,0.7873613834381104
14,0,0,0.9712028503417969
15,1,1,0.5607258677482605
16,0,0,0.7636978030204773
17,1,1,0.7707893252372742
18,0,0,0.8665893077850342
19,0,0,0.6807738542556763
20,0,0,0.5796695351600647
21,1,1,0.8904587030410767
22,1,1,0.8842458724975586
23,0,0,0.9241102337837219
24,1,1,0.8895440697669983
25,1,1,0.8115831613540649
26,1,1,0.90708327293396
27,1,1,0.8616177439689636
28,1,1,0.6963310241699219
29,0,0,0.828829288482666
30,1,0,0.8675128221511841
31,1,1,0.891845703125
32,0,1,0.775425374507904
33,1,1,0.9373753666877747
34,1,1,0.8109283447265625
35,0,0,0.8969709873199463
36,1,1,0.6504331827163696
37,0,0,0.8317145705223083
38,1,1,0.7749226093292236
39,1,1,0.5405837297439575
40,1,1,0.6263313293457031
41,1,1,0.8505263924598694
42,0,1,0.6752970814704895
43,0,0,0.8455039262771606
44,1,1,0.7931239008903503
45,1,1,0.9052464365959167
46,0,0,0.6246445775032043
47,0,0,0.7863914370536804
48,0,0,0.8447673916816711
49,0,0,0.7584528923034668
50,0,1,0.7927277088165283
51,0,0,0.5843958258628845
52,0,0,0.9373036623001099
53,0,0,0.8839718103408813
54,1,1,0.871080756187439
55,0,0,0.9550935626029968
56,1,1,0.5791304707527161
57,1,1,0.9112798571586609
58,1,1,0.8581014275550842
59,0,0,0.9079138040542603
60,0,0,0.9450295567512512
61,0,0,0.8023257255554199
