,label,pred,score
0,1,0,0.5000494718551636
1,1,0,0.5000494718551636
2,1,0,0.5000494718551636
3,1,0,0.5000494718551636
4,0,0,0.5000494718551636
5,0,0,0.5000494718551636
6,0,0,0.5000494718551636
7,0,0,0.5000494718551636
8,0,0,0.5000494718551636
9,0,0,0.5000494718551636
10,1,0,0.5000494718551636
11,1,0,0.5000494718551636
12,1,0,0.5000494718551636
13,0,0,0.5000494718551636
14,0,0,0.5000494718551636
15,1,0,0.5000494718551636
16,1,0,0.5000494718551636
17,1,0,0.5000494718551636
18,0,0,0.5000494718551636
19,0,0,0.5000494718551636
