,label,pred,score
0,1,0,0.501991868019104
1,0,1,0.7524502873420715
2,0,1,0.5401896238327026
3,0,0,0.7013607025146484
4,0,0,0.6426848769187927
5,1,1,0.7089248299598694
6,1,1,0.5251400470733643
7,0,1,0.7089248299598694
8,0,1,0.5788754224777222
9,0,1,0.6487967371940613
10,1,0,0.5612757802009583
11,1,0,0.712073802947998
12,1,1,0.6487967371940613
13,1,0,0.615900456905365
14,1,0,0.6086986660957336
15,1,0,0.7303436398506165
16,0,1,0.5064619183540344
17,0,0,0.7453907132148743
18,1,1,0.5181475281715393
19,0,1,0.6702021360397339
20,1,1,0.6821286678314209
21,1,1,0.6487967371940613
22,0,0,0.5612757802009583
23,1,0,0.7469209432601929
24,0,0,0.7227013111114502
25,0,0,0.6784102916717529
26,1,1,0.7536173462867737
27,1,0,0.7469209432601929
28,0,1,0.5425019860267639
29,0,1,0.6879425644874573
30,0,1,0.5064736008644104
31,1,0,0.6150985360145569
