,label,pred,score
0,1,1,0.9831444025039673
1,1,0,0.5509565472602844
2,1,0,0.5509565472602844
3,0,0,0.5509565472602844
4,0,0,0.5509565472602844
5,0,1,0.9474260807037354
6,1,0,0.5509565472602844
7,1,0,0.5509565472602844
8,0,1,0.9434272646903992
9,1,0,0.550956666469574
10,1,1,0.9434272646903992
11,0,0,0.5509565472602844
12,0,1,0.947983980178833
13,0,0,0.5509565472602844
14,1,0,0.5527710914611816
15,1,0,0.5527710914611816
16,0,1,0.9210975766181946
17,1,0,0.5509565472602844
18,0,0,0.5515013933181763
19,0,0,0.5509565472602844
20,1,1,0.9746786952018738
21,1,1,0.9210975766181946
22,0,1,0.9205036759376526
23,1,0,0.5509565472602844
24,0,1,0.9771484136581421
25,0,0,0.5509565472602844
26,1,0,0.5509565472602844
27,0,0,0.5509565472602844
28,1,0,0.5509565472602844
29,0,0,0.5509565472602844
30,1,1,0.9210975766181946
31,0,0,0.5509645938873291
